Plant name;Common name (English);Origin;Classification;Diameter;Height;Colors (leaf);Colors (flower);Colors (bract);Colors (fruit);Planting period;Growth period;Blooming period;Fruiting period;Tags;Sunlight;Watering;Fertilizing;Pruning;Soil;Soil moisture MIN (%);Soil moisture MAX (%);Soil conductivity MIN (μs/cm);Soil conductivity MAX (μs/cm);Soil PH MIN;Soil PH MAX;Temperature MIN (℃);Temperature MAX (℃);Humidity MIN (%RH);Humidity MAX (%RH);Light MIN (lux);Light MAX (lux);Light MIN (mmol);Light MAX (mmol);
× Graptoveria 'Fanfare';;Mexico;Crassulaceae,Echeveria;≥5;≥5;77;;;;;spring,autumn;;;;34;3-4;2,6;7,0;1;18;7;50;300;1000;0;0;10;35;15;80;3500;80000;3200;8200
× Graptoveria 'Gilva';;Mexico;Crassulaceae,Graptopetalum;≥3;3-10;30;146;;;;spring,autumn;;;;34;3-4;2,6;7,0;65;18;7;50;300;1000;0;0;5;35;15;80;3500;80000;4000;8700
× Graptoveria 'Opalina';;Mexico;Crassulaceae,Echeveria;≥3;≥5;30;;;;;spring,autumn;;;;34;2-3;2,6;7,0;129;18;10;50;50;1500;0;0;5;35;15;80;3500;130000;3500;11000
× Graptoveria 'Silver star';;South Africa;Crassulaceae,Graptopetalum x Echeveria;≥3;≥3;56,120;106;;;;spring,autumn;;;;34;2-3;1;7,0;1;18;7;50;300;1000;0;0;5;35;15;80;3500;80000;5000;7000
× Graptoveria 'Titubans';;Mexico;Crassulaceae,Echeveria;3-15;3-15;145,30,120;146;;;;spring,autumn;;;;34;2-3;,6;7,0;1;18;7;50;300;1000;0;0;6;35;15;80;4000;120000;4000;10000
× Pachyveria 'Powder Puff';;United States;Crassulaceae,Pachyphytum;≥10;≥15;77,30,90,59;106;;;;;;summer;;;2-3;2,6;6,0;1;8;7;50;300;1000;0;0;8;35;15;80;3500;85000;4500;8300
Xeranthemum annuum;;China;Compositae,Xeranthemum;≥10;15-18;;144,120,59,119;;;;;;7-10;;;2-3;4;6,0;1;19;20;60;350;2000;0;0;8;32;15;80;3000;55000;3200;6400
Xerochrysum bracteatum;;Australia;Compositae,Helichrysum;≥10;15-18;;120,146,144,59;;;;;;5-7;;;2-3;4;6,0;1;19;20;60;350;2000;0;0;8;32;15;80;3000;55000;3200;6400
Yucca aloifolia;;North America;Liliaceae,Yucca;≥15;≥25;;144;;;;;;autumn;;;4;2,6;6,0;1;8;15;60;350;2000;0;0;4;35;30;80;4000;50000;3500;5000
Yucca brevifolia;;North America;Liliaceae,Yucca;≥15;≥25;;144;;;;;;autumn;;;4;2,6;6,0;1;8;15;60;350;2000;0;0;4;35;30;80;4000;50000;3500;5000
Yucca elephantipes;;North America temperate areas;Agavaceae,Yucca;≥15;≥25;56;;;;;;;;;46;2-3;2,6;6,0;1;8;15;60;350;2000;6.1;7;8;32;30;80;1500;20000;1800;3600
Yucca filamentosa;;North America;Liliaceae,Yucca;≥15;≥25;;144;;;;;;autumn;;;4;2,6;6,0;1;8;15;60;350;2000;0;0;4;35;30;80;4000;50000;3500;5000
Yucca flaccida;;North America;Liliaceae,Yucca;≥15;≥25;;144;;;;;;autumn;;;4;2,6;6,0;1;8;15;60;350;2000;0;0;4;35;30;80;4000;50000;3500;5000
Yucca gigantea;;North America temperate areas;Agavaceae,Yucca;≥15;≥25;56;;;;;;;;;46;2-3;2,6;6,0;1;8;15;60;350;2000;6.1;7;8;32;30;80;1500;20000;1800;3600
Yucca glauca;;North America;Liliaceae,Yucca;≥15;≥25;;144;;;;;;autumn;;;4;2,6;6,0;1;8;15;60;350;2000;0;0;4;35;30;80;4000;50000;3500;5000
Yucca gloriosa;;East and southeast North America;Agavaceae,Yucca;≥15;≥25;;98;;;;;;6-10;;;2-3;2,6;6,0;1;8;15;60;350;2000;0;0;8;32;30;80;4000;30000;2500;4500
Yucca recurvifolia;;East and southeast North America;Agavaceae,Yucca;≥15;≥25;;98;;;;;;6-10;;;2-3;2,6;6,0;1;8;15;60;350;2000;0;0;8;32;30;80;4000;30000;2500;4500
Yucca rostrata;;North America;Liliaceae,Yucca;≥15;≥25;;144;;;;;;autumn;;;4;2,6;6,0;1;8;15;60;350;2000;0;0;4;35;30;80;4000;50000;3500;5000
Yucca spp.;;North America;Liliaceae,Yucca;≥15;≥25;;144;;;;;;autumn;;;4;2,6;6,0;1;8;15;60;350;2000;0;0;4;35;30;80;4000;50000;3500;5000
Zamia pumila;;Mexico;Cycadaceae,Cycas;≥10;≥20;56;;;;;spring,autumn;;;;46;3;3,6;7,0;1;19;15;60;350;2000;0;0;10;32;30;85;2000;55000;2700;7000
Zamioculcas zamiifolia;;Africa;Araceae,Zamioculcas;≥20;≥30;56;67,12,16;;;;;;;;46;2-3;2,6;6,0;1;19;15;60;350;2000;0;0;10;32;30;80;600;20000;1400;3400
Zantedeschia 'Allure';;Holland;Araceae,Zantedeschia;≥10;16-20;;;120;;;spring,autumn,winter;;11-5;;67;3;2,5,6;6,0;2097152;18;15;60;350;2000;0;0;12;30;30;85;3000;50000;3000;5800
Zantedeschia 'Cantor';;Holland;Araceae,Zantedeschia;≥10;16-20;;;8;;;spring,autumn,winter;;11-5;;67;3;2,5,6;6,0;2097152;18;15;60;350;2000;0;0;12;30;30;85;3000;50000;3000;5800
Zantedeschia 'Gold Medal';;Holland;Araceae,Zantedeschia;≥10;16-20;;;146;;;spring,autumn,winter;;11-5;;67;3;2,5,6;6,0;2097152;18;15;60;350;2000;0;0;12;30;30;85;3000;50000;3000;5800
Zantedeschia 'Mercedes';;Holland;Araceae,Zantedeschia;≥10;16-20;;;106;;;spring,autumn,winter;;11-5;;67;3;2,5,6;6,0;2097152;18;15;60;350;2000;0;0;12;30;30;85;3000;50000;3000;5800
Zantedeschia 'Odessa';;Holland;Araceae,Zantedeschia;≥10;16-20;;;8;;;spring,autumn,winter;;11-5;;67;3;2,5,6;6,0;2097152;18;15;60;350;2000;0;0;12;30;30;85;3000;50000;3000;5800
Zantedeschia 'Paco';;Holland;Araceae,Zantedeschia;≥10;16-20;;;119;;;spring,autumn,winter;;11-5;;67;3;2,5,6;6,0;2097152;18;15;60;350;2000;0;0;12;30;30;85;3000;50000;3000;5800
Zantedeschia 'Picasso';;Holland;Araceae,Zantedeschia;≥10;16-20;;;119,144;;;spring,autumn,winter;;11-5;;67;3;2,5,6;6,0;2097152;18;15;60;350;2000;0;0;12;30;30;85;3000;50000;3000;5800
Zantedeschia 'Red Alert';;Holland;Araceae,Zantedeschia;≥10;16-20;;;120;;;spring,autumn,winter;;11-5;;67;3;2,5,6;6,0;2097152;18;15;60;350;2000;0;0;12;30;30;85;3000;50000;3000;5800
Zantedeschia 'Santa Fe';;Holland;Araceae,Zantedeschia;≥10;16-20;;;59;;;spring,autumn,winter;;11-5;;67;3;2,5,6;6,0;2097152;18;15;60;350;2000;0;0;12;30;30;85;3000;50000;3000;5800
Zantedeschia 'Sumatra';;Holland;Araceae,Zantedeschia;≥10;16-20;;;96;;;spring,autumn,winter;;11-5;;67;3;2,5,6;6,0;2097152;18;15;60;350;2000;0;0;12;30;30;85;3000;50000;3000;5800
Zantedeschia 'Sunclub';;Holland;Araceae,Zantedeschia;≥10;16-20;;;146;;;spring,autumn,winter;;11-5;;67;3;2,5,6;6,0;2097152;18;15;60;350;2000;0;0;12;30;30;85;3000;50000;3000;5800
Zantedeschia(Captain Serie);;Holland;Araceae,Zantedeschia;≥10;16-20;;;120,106,146,119,59,8,144;;;spring,autumn,winter;;11-5;;67;3;2,5,6;6,0;2097152;18;15;60;350;2000;0;0;12;30;30;85;3000;50000;3000;5800
Zantedeschia aethiopica;arum lily;Holland;Araceae,Zantedeschia;≥10;16-20;110;;144,146,120,119;;;spring,autumn,winter;;11-5;;67;3;,5;6,0;2097152;18;15;60;350;2000;0;0;12;30;30;85;3000;50000;3000;5800
Zantedeschia elliottiana;calla lily;Holland;Araceae,Zantedeschia;≥10;16-20;;;144,59,146,96,106,92;;;spring,autumn,winter;;11-5;;67;3;2,5,6;6,0;2097152;18;15;60;350;2000;0;0;12;30;30;85;3000;50000;3000;5800
Zanthoxylum piperitum;;Japan;Rutaceae,Zanthoxylum;≥15;≥20;;146,107;;46;;;;5-8;;;4;2,6;6,0;1;8;15;60;350;2000;0;0;10;35;30;80;4000;60000;4000;6000
Zanthoxylum simulans;;China;Rutaceae,Zanthoxylum;≥20;20-30;;57;;56,12;;;;3-5;7-9;;4;4;0,64;4;6;15;60;350;2000;0;0;8;35;30;80;3700;60000;4000;6000
Zea mays subsp. mays;;South Central America;Gramineae,Zea;≥15;≥25;;82;;98,119;;;;autumn;autumn;;4;,6;6,0;1;8;25;75;200;2000;6;7;10;37;30;80;4000;130000;4800;23000
Zelkova serrata;;China,Japan,Korea;Ulmaceae,Zelkova;≥20;≥25;;;;84;;;;4;9-11;;3-4;2,6;6,0;1;8;15;60;350;2000;0;0;5;32;30;80;3500;50000;3500;5000
Zephyranthes candida;;South Africa;Amaryllidaceae,Zephyranthes;≥10;≥15;;144;;;;spring,autumn;;6-8;;;2-3;2,6;7,0;1;19;15;60;350;2000;0;0;6;35;30;80;2000;45000;2300;5500
Zephyranthes grandiflora;;Central and South America;Amaryllidaceae,Zephyranthes;≥10;15-20;;108,96,59;;;;;;6-9;;;4;2,6;6,16;1;6;15;60;350;2000;0;0;5;32;30;80;3000;55000;3500;7600
Zephyranthes minuta;;Central and South America;Amaryllidaceae,Zephyranthes;≥10;15-20;;108,96,59;;;;;;6-9;;;4;2,6;6,16;1;6;15;60;350;2000;0;0;5;32;30;80;3000;55000;3500;7600
Zingiber officinale;;Southeast Asia tropical areas;Zingiberaceae,Zingiber;≥10;≥15;;147;;146;;;;autumn;;;2-3;2,6;6,0;1;8;25;70;100;2500;5;7;8;35;30;80;3000;95000;3200;14000
Zinnia angustifolia;;Mexico;Compositae,Zinnia;≥10;≥15;;33,96,144,106;;;;spring,autumn;;6-10;;;2-3;4;6,0;1;19;7;60;350;2000;0;0;5;32;15;80;2500;50000;3500;5000
Zinnia elegans 'Dreamland';;Mexico;Compositae,Zinnia;≥10;≥15;;120,106,146,59,144;;;;spring,autumn;;6-10;;;2-3;4;6,0;1;19;7;60;350;2000;0;0;5;32;15;80;2500;50000;3500;5000
Zinnia elegans;;Mexico;Compositae,Zinnia;≥10;≥15;;33,96,144,106;;;;spring,autumn;;6-10;;;2-3;4;6,0;1;19;7;60;350;2000;0;0;5;32;15;80;2500;50000;3500;5000
Zinnia marylandica;;Mexico;Compositae,Zinnia;≥10;≥15;;33,96,144,106;;;;spring,autumn;;6-10;;;2-3;4;6,0;1;19;7;60;350;2000;0;0;5;32;15;80;2500;50000;3500;5000
Zinnia violacea;;Mexico;Compositae,Zinnia;≥10;≥15;;120,106,146,59,144;;;;spring,autumn;;6-10;;;2-3;4;6,0;1;19;7;60;350;2000;0;0;5;32;15;80;2500;50000;3500;5000
Ziziphus jujuba;;China;Rhamnaceae,Ziziphus;≥15;≥25;;57;;120;;;;5-7;8-9;;3;2,6;7,0;1;19;15;60;350;2000;0;0;8;35;30;80;3700;60000;3500;7300
Zoysia japonica;;Tropical Asia;Gramineae,Zoysia;≥20;15-20;;57,46;;;;;;5-9;5-9;;4;4;0,64;0;19;15;60;350;2000;0;0;8;35;30;85;3700;30000;2500;4500
Zoysia tenuifolia;mascarene grass;Southern China;Gramineae,Zoysia;≥20;15-20;;57,46;;;;;;5-9;5-9;;4;4;0,64;0;19;15;60;350;2000;0;0;8;35;30;85;3700;30000;2500;4500
Zygopetalum spp.;;Brazil;Orchidaceae,Zygopetalum;≥10;≥15;;119;;;;spring,autumn;;8-11;;38;3;2,6;7,0;129;17;15;45;350;2000;0;0;8;32;30;85;800;25000;1800;4200
Abies amabilis;;China;Pinaceae,Abies;≥15;≥30;56;;;42,8;;;;5;10;;1-4;3,6;6,0;2;19;15;60;350;2000;0;0;6;35;30;80;1000;35000;2400;6000
Abies balsamea;;China;Pinaceae,Abies;≥15;≥30;56;;;;;;;5;10;;3-4;3,6;6,0;2;19;15;60;350;2000;0;0;6;35;30;80;1000;35000;2400;6000
Abies cilicica;;China;Pinaceae,Abies;≥15;≥30;56;;;;;;;5;10;;3-4;3,6;6,0;2;19;15;60;350;2000;0;0;6;35;30;80;1000;35000;2400;6000
Abies concolor;;China;Pinaceae,Abies;≥15;≥30;56;;;42,8;;;;5;10;;3-4;3,6;6,0;2;19;15;60;350;2000;0;0;6;35;30;80;1000;35000;2400;6000
Abies firma;;China;Pinaceae,Abies;≥15;≥30;56;;;55,12;;;;5;10;;3-4;3,6;6,0;2;19;15;60;350;2000;0;0;6;35;30;80;1000;35000;2400;6000
Abies fraseri;;China;Pinaceae,Abies;≥15;≥30;56;;;42,8;;;;5;10;;3-4;3,6;6,0;2;19;15;60;350;2000;0;0;6;35;30;80;1000;35000;2400;6000
Abies koreana;;China;Pinaceae,Abies;≥15;≥30;56;;;46;;;;5;10;;3-4;3,6;6,0;2;19;15;60;350;2000;0;0;6;35;30;80;1000;35000;2400;6000
Abies lasiocarpa;;China;Pinaceae,Abies;≥15;≥30;56;;;;;;;5;10;;3-4;3,6;6,0;2;19;15;60;350;2000;0;0;6;35;30;80;1000;35000;2400;6000
Abies nordmanniana;;China;Pinaceae,Abies;≥15;≥30;56;;;;;;;5;10;;3-4;3,6;6,0;2;19;15;60;350;2000;0;0;6;35;30;80;1000;35000;2400;6000
Abies pinsapo;;China;Pinaceae,Abies;≥15;≥30;56;;;;;;;5;10;;3-4;3,6;6,0;2;19;15;60;350;2000;0;0;6;35;30;80;1000;35000;2400;6000
Abies procera;;China;Pinaceae,Abies;≥15;≥30;56;;;;;;;5;10;;3-4;3,6;6,0;2;19;15;60;350;2000;0;0;6;35;30;80;1000;35000;2400;6000
Acacia aneura;;Southeast Asia;Leguminosae,Acacia;≥15;≥25;;84,52;;;;;;3-10;8-12;;3-4;2,6;5,0;2;19;15;60;350;2000;0;0;5;35;30;80;3500;50000;3500;5000
Acacia auriculiformis;;Southeast Asia;Leguminosae,Acacia;≥15;≥25;;84,52;;;;;;3-10;8-12;;3-4;2,6;5,0;2;19;15;60;350;2000;0;0;5;35;30;80;3500;50000;3500;5000
Acacia baileyana;;Southeast Asia;Leguminosae,Acacia;≥15;≥25;;84,52;;;;;;3-10;8-12;;3-4;2,6;5,0;2;19;15;60;350;2000;0;0;5;35;30;80;3500;50000;3500;5000
Acacia confusa;;Southeast Asia;Leguminosae,Acacia;≥15;≥25;;84,52;;;;;;3-10;8-12;;3-4;2,6;5,0;2;19;15;60;350;2000;0;0;5;35;30;80;3500;50000;3500;5000
Acacia dealbata;mimosa;Australia;Leguminosae,Acacia;≥20;20-30;;82;;53;;;;4;7-8;;4;2,6;0,64;1;19;15;60;350;2000;0;0;5;35;30;80;3700;60000;4000;6000
Acacia farnesiana;;Southeast Asia;Leguminosae,Acacia;≥15;≥25;56;59;;;;;;3-10;8-12;;4;2,6;5,0;2;19;15;60;350;2000;0;0;5;35;30;80;4000;50000;3500;5000
Acacia floribunda;;Southeast Asia;Leguminosae,Acacia;≥15;≥25;;84,52;;;;;;3-10;8-12;;3-4;2,6;5,0;2;19;15;60;350;2000;0;0;5;35;30;80;3500;50000;3500;5000
Acacia longifolia;;Southeast Asia;Leguminosae,Acacia;≥15;≥25;;84,52;;;;;;3-10;8-12;;3-4;2,6;5,0;2;19;15;60;350;2000;0;0;5;35;30;80;3500;50000;3500;5000
Acacia redolens;;Southeast Asia;Leguminosae,Acacia;≥15;≥25;56;84,52;;;;;;3-10;8-12;;4;2,6;5,0;2;19;15;60;350;2000;0;0;5;35;30;80;4000;50000;3500;5000
Acacia spp.;;Southeast Asia;Leguminosae,Acacia;≥15;≥25;;84,52;;87;;;;3-10;8-12;;3-4;2,6;5,0;2;19;15;60;350;2000;0;0;5;35;30;80;3500;50000;3500;5000
Alnus alnobetula;;China;Betulaceae,Alnus;≥25;≥30;;144;;;;;;3-4;7;;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;3500;60000;4000;6000
Alnus incana 'Laciniata';;Argentina;Betulaceae,Alnus;≥20;15-20;;146,56;;;;;;5;;;4;4;0,64;1;19;15;60;350;2000;0;0;5;32;30;80;3700;50000;3500;5000
Alnus incana;;China;Betulaceae,Alnus;≥20;15-20;;146,56;;;;;;5;;;4;4;0,64;1;19;15;60;350;2000;0;0;5;32;30;80;3700;50000;3500;5000
Alnus rhombifolia;;Canada;Betulaceae,Alnus;≥20;15-20;;146,56;;;;;;5;;;4;4;0,64;1;19;15;60;350;2000;0;0;5;32;30;80;3700;50000;3500;5000
Alnus viridis;;China;Betulaceae,Alnus;≥25;≥30;;144;;;;;;3-4;7;;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;3500;60000;4000;6000
Araucaria araucana;;Chile;Araucariaceae,Araucaria;≥15;≥30;56;12,104;;;;;;summer;;46;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;80;4000;55000;3400;6700
Araucaria bidwillii;;South America,Australia,Pacific Islands;Pinaceae,Picea;≥15;≥30;56;;;46;;;;4-5;9-10;;3-4;2,6;6,0;2;6;15;60;350;2000;0;0;5;35;30;80;4000;55000;3400;6700
Araucaria cunninghamii;;South America,Australia,Pacific Islands;Araucariaceae,Araucaria;≥15;≥30;56;;;30;;;;;;46;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;80;4000;55000;3400;6700
Araucaria excelsa;;South America,Australia,Pacific Islands;Araucariaceae,Araucaria;≥15;≥30;110;;;;;;;;;46;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;80;3500;45000;3400;6700
Araucaria heterophylla;;South America,Australia,Pacific Islands;Araucariaceae,Araucaria;≥15;≥30;56;;;30,56;;;;;;46;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;80;4000;55000;3400;6700
Archontophoenix alexandrae;;Australia;Palmae,Archontophoenix;≥25;≥30;;53;;12;;;;4;4-7;;3-4;3,6;5,0;1;19;15;60;350;2000;0;0;10;35;30;80;4000;60000;4000;6000
Archontophoenix cunninghamiana;;Australia;Palmae,Archontophoenix;≥25;≥30;;53;;12;;;;4;4-7;;3-4;3,6;5,0;1;19;15;60;350;2000;0;0;10;35;30;80;4000;60000;4000;6000
Citrus aurantiifolia;key lime;Subtropical areas;Rutaceae,Citrus;≥20;15-20;;144;;56;;;;3-5;9-10;;4;4;0,64;1;19;15;60;350;2000;0;0;8;35;30;80;3700;60000;4000;6000
Citrus aurantium;;Southeast Asia;Rutaceae,Citrus;≥20;≥20;;144;;106,107;;;;4-5;10-11;;4;4;0,0;512;19;15;60;350;2000;0;0;6;35;30;80;3700;70000;4300;9600
Citrus grandis;;China;Rutaceae,Citrus;≥15;≥25;;96,98;;82,147;;;;4-5;9-12;;2-3;2,6;6,0;1;8;15;60;350;2000;0;0;6;35;30;80;3900;75000;3500;8000
Citrus hystrix;;Southeast Asia;Rutaceae,Citrus;≥15;≥25;;144;;146;;;;4-5;9-11;;2-3;2,6;6,0;1;8;15;60;350;2000;0;0;8;35;30;85;4000;65000;3300;7400
Citrus junos;;Southeast Asia;Rutaceae,Citrus;≥20;≥20;;144;;82;;;;4-5;10-11;;4;4;0,0;512;19;15;60;350;2000;0;0;6;35;30;80;3700;70000;4300;9600
Citrus latifolia;;India;Rutaceae,Citrus;≥20;20-30;;144;;56;;;;5-6;8-9;;2-4;4;0,64;1;19;15;60;350;2000;0;0;5;35;30;80;3700;30000;2500;4500
Citrus limon;;Southeast Asia;Rutaceae,Citrus;≥15;≥25;;144;;146;;;;4-5;9-11;;2-3;2,6;6,0;1;8;15;60;350;2000;0;0;8;35;30;85;4000;65000;3300;7400
Citrus maxima;;China;Rutaceae,Citrus;≥15;≥25;;96,98;;82,147;;;;4-5;9-12;;2-3;2,6;6,0;1;8;15;60;350;2000;0;0;6;35;30;80;3900;75000;3500;8000
Citrus medica;;Asia;Rutaceae,Citrus;≥20;15-20;;144;;146;;;;4-5;10-11;;3;4;11,0;1;6;15;60;350;2000;0;0;10;32;30;80;3200;65000;3000;7200
Citrus meyeri;;Southeast Asia;Rutaceae,Citrus;≥15;≥25;;144;;146;;;;4-5;9-11;;2-3;2,6;6,0;1;8;15;60;350;2000;0;0;8;35;30;85;4000;65000;3300;7400
Citrus myrtifolia;;Southeast Asia;Rutaceae,Citrus;≥20;≥20;;144;;82;;;;4-5;10-11;;4;4;0,0;512;19;15;60;350;2000;0;0;6;35;30;80;3700;70000;4300;9600
Citrus paradisi;;China;Rutaceae,Citrus;≥15;≥25;;96,98;;82,147;;;;4-5;9-12;;2-3;2,6;6,0;1;8;15;60;350;2000;0;0;6;35;30;80;3900;70000;3400;8000
Citrus reticulata;;China;Rutaceae,Citrus;≥15;≥25;;144;;146;;;;4-5;10-12;;2-3;2,6;6,0;1;8;15;60;350;2000;0;0;6;35;30;80;4000;60000;4300;8600
Citrus sinensis;;Southeast Asia;Rutaceae,Citrus;≥20;≥20;;144;;82;;;;4-5;10-11;;4;4;0,0;512;19;15;60;350;2000;0;0;6;35;30;80;3700;70000;4300;9600
Citrus unshiu;;China;Rutaceae,Citrus;≥40;≥80;;144;;106;;;;4-5;9-12;;4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;4000;60000;4000;6000
Cupressus arizonica;;Americas;Cupressaceae,Cupressus;≥15;≥25;77;;;46;;;;;;46;4;2,6;6,0;512;19;15;60;350;2000;0;0;5;35;30;80;3500;50000;3000;6500
Cupressus duclouxiana;;China;Cupressaceae,Cupressus;≥15;≥25;56;;;8;;;;4-6;10-11;;3;3,6;6,0;1;16;15;60;350;2000;7.5;8.8;5;35;30;80;3500;50000;3000;6500
Cupressus funebris;;China;Cupressaceae,Cupressus;≥15;≥25;56;;;87;;;;3-5;5-6;;4;2,6;6,0;1;8;15;60;350;2000;6.1;7;5;35;30;80;3500;50000;3000;6500
Cupressus macrocarpa;;California;Cupressaceae,Cupressus;≥15;≥25;56;;;87;;;;;;46;2-3;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;80;3500;50000;3000;6500
Cupressus sempervirens 'Stricta';;Southern Europe,Mediterranean region and Western Asia;Cupressaceae,Cupressus;≥15;≥25;26;;;;;;;3-5;10-11;;4;2,6;6,0;2;8;15;60;350;2000;6.1;7;5;35;30;80;3500;50000;3000;6500
Heliotropium foertherianum;;Tropical regions;Boraginaceae,Messerschmidia;≥15;≥25;;144;;56;;;;3-5;5-8;;3;2,6;7,0;1;19;15;60;350;2000;0;0;8;35;30;80;3500;65000;3500;6800
Howea forsteriana;;Australia;Palmae,Howea;≥15;≥25;;82;;46;;;;3-5;10-12;64;1-2;2,6;6,0;1;8;15;60;350;2000;0;0;8;32;30;80;1500;25000;1500;3200
Magnolia acuminata;;China;Magnoliaceae,Magnolia;≥15;≥25;;146;;;;;;2-3,7-9;8-9;;4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;4000;50000;3500;5000
Magnolia campbellii;;China;Magnoliaceae,Magnolia;≥15;≥25;;114;;;;;;2-3,7-9;8-9;;4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;4000;50000;3500;5000
Magnolia cylindrica;;China;Magnoliaceae,Magnolia;≥15;≥25;;59;;;;;;2-3,7-9;8-9;;4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;4000;50000;3500;5000
Magnolia dawsoniana;;China;Magnoliaceae,Magnolia;≥15;≥25;;96;;;;;;2-3,7-9;8-9;;4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;4000;50000;3500;5000
Magnolia denudata;;China;Magnoliaceae,Magnolia;≥10;≥15;;144,146,147;;;;spring,autumn;;2-3;;;2-4;2,6;7,0;1;19;15;60;350;2000;0;0;5;35;30;80;3000;55000;3700;9500
Magnolia fraseri;;China;Magnoliaceae,Magnolia;≥15;≥25;;146;;;;;;2-3,7-9;8-9;;4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;4000;50000;3500;5000
Magnolia grandiflora;;China;Magnoliaceae,Magnolia;≥10;≥15;;65;;;;spring,autumn;;2-3;;;2-4;2,6;7,0;1;19;15;60;350;2000;0;0;5;35;30;80;3000;55000;3700;9500
Magnolia liliiflora;;China;Magnoliaceae,Magnolia;≥10;≥15;;90,59;;;;spring,autumn;;2-3;;;2-4;2,6;7,0;1;19;15;60;350;2000;0;0;5;35;30;80;3000;55000;3700;9500
Magnolia macrophylla;;China;Magnoliaceae,Magnolia;≥15;≥25;;96;;;;;;2-3,7-9;8-9;;4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;4000;50000;3500;5000
Magnolia officinalis;;China;Magnoliaceae,Magnolia;≥15;≥25;;144;;;;;;5-6;8-10;;3-4;2,6;5,0;2;8;15;60;350;2000;6.1;7;5;35;30;80;3500;30000;2500;4500
Magnolia salicifolia;;China;Magnoliaceae,Magnolia;≥15;≥25;;144;;;;;;2-3,7-9;8-9;;4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;4000;50000;3500;5000
Magnolia sargentiana;;China;Magnoliaceae,Magnolia;≥15;≥25;;96;;;;;;2-3,7-9;8-9;;4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;4000;50000;3500;5000
Magnolia sieboldii;;China;Magnoliaceae,Magnolia;≥10;15-18;;144;;;;;;4-5;9-10;;1-2;2,6;5,2;4;8;15;60;350;2000;0;0;8;32;30;80;1500;6000;1200;2500
Magnolia soulangeana;;China;Magnoliaceae,Magnolia;≥10;≥15;;112,59;;;;spring,autumn;;2-3;;;2-4;2,6;7,0;1;19;15;60;350;2000;0;0;5;35;30;80;3000;55000;3700;9500
Magnolia sprengeri;;China;Magnoliaceae,Magnolia;≥10;≥15;;112;;;;spring,autumn;;2-3;;;2-4;2,6;7,0;1;19;15;60;350;2000;0;0;5;35;30;80;3000;55000;3700;9500
Magnolia stellata;;China;Magnoliaceae,Magnolia;≥15;≥25;;59;;;;;;2-3,7-9;8-9;;4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;4000;50000;3500;5000
Magnolia tripetala;;China;Magnoliaceae,Magnolia;≥15;≥25;;144;;;;;;2-3,7-9;8-9;;4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;4000;50000;3500;5000
Magnolia virginiana;;China;Magnoliaceae,Magnolia;≥15;≥25;;98;;;;;;2-3,7-9;8-9;;4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;4000;50000;3500;5000
Magnolia wilsonii;;China;Magnoliaceae,Magnolia;≥10;≥15;;144;;;;spring,autumn;;2-3;;;2-4;2,6;7,0;1;19;15;60;350;2000;0;0;5;35;30;80;3000;55000;3700;9500
Magnolia wufengensis;;China;Magnoliceae,Magnolia;≥10;≥15;;59,96;;;;spring,autumn;;2-3;;;2-4;2,6;7,0;1;19;15;60;350;2000;0;0;5;35;30;80;3000;55000;3700;9500
Magnolia × loebneri;;China;Magnoliaceae,Magnolia;≥15;≥25;;144;;;;;;2-3,7-9;8-9;;4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;4000;50000;3500;5000
Magnolia × soulangeana;;China;Magnoliaceae,Magnolia;≥15;≥25;;96;;;;;;2-3,7-9;8-9;;4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;4000;50000;3500;5000
Magnolia ×;;China;Magnoliaceae,Magnolia;≥15;≥25;;144;;;;;;2-3,7-9;8-9;;4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;4000;50000;3500;5000
Malus baccata;;China;Rosaceae,Malus;≥20;20-30;;144;;120,146,12;;;;4-6;9-10;;3-4;4;0,64;1;19;15;60;350;2000;0;0;5;35;30;80;3700;60000;4000;6000
